Class;Identifier;MIT-Addr.;IEC-Addr.;Type;Initial;Comment;Remark
VAR_GLOBAL;PPU03_01_04_ANTAL_IDAG;D1966;%MD0.1966;REAL;0;PPU03_01_04 Starter idag minuter;
VAR_GLOBAL;PPU03_01_04_ANTAL_IGAR;D1968;%MD0.1968;REAL;0;PPU03_01_04 Starter igår minuter;
VAR_GLOBAL;PPU03_01_04_ANTAL_TOTAL;D1970;%MD0.1970;REAL;0;PPU03_01_04 Starter totalt;
VAR_GLOBAL;PPU03_01_04_AUTO_ON;;;BOOL;FALSE;PPU03_01_04 Auto start från logik;
VAR_GLOBAL;PPU03_01_04_CW_1;D796;%MW0.796;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU03_01_04_CW_2;D797;%MW0.797;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU03_01_04_DRIFTSKLAR;D905.9;%MX0.905.9;BOOL;FALSE;PPU03_01_04 Frekvensomformare driftsklar;
VAR_GLOBAL;PPU03_01_04_FR_MAX;D976;%MW0.976;INT;0;Ställ frekvensomf. MAX i Hz skaleras 1 till 1;
VAR_GLOBAL;PPU03_01_04_HMI_AUTO;M2580;%MX0.2580;BOOL;FALSE;PPU03_01_04 HMI Auto manöver;
VAR_GLOBAL;PPU03_01_04_HMI_MAN;M2581;%MX0.2581;BOOL;FALSE;PPU03_01_04 HMI Man manöver;
VAR_GLOBAL;PPU03_01_04_HMI_OFF;M2583;%MX0.2583;BOOL;FALSE;PPU03_01_04 HMI Off manöver;
VAR_GLOBAL;PPU03_01_04_HMI_ON;M2582;%MX0.2582;BOOL;FALSE;PPU03_01_04 HMI On manöver;
VAR_GLOBAL;PPU03_01_04_REFERENS;D798;%MD0.798;REAL;0;Referens register till frekv.  0.0-50.0 Hz;
VAR_GLOBAL;PPU03_01_04_REMOTE;M2588;%MX0.2588;BOOL;FALSE;PPU03-01-04;
VAR_GLOBAL;PPU03_01_04_RESET_ANTAL;;;BOOL;FALSE;PPU03_01_04 Nollställ antal starter;
VAR_GLOBAL;PPU03_01_04_RESET_TID;;;BOOL;FALSE;PPU03_01_04 Nollställ drifttider;
VAR_GLOBAL;PPU03_01_04_RESTART_ET;;;REAL;0;PPU03_01_04 Kvar på restarttid ms;
VAR_GLOBAL;PPU03_01_04_RUN;D901.9;%MX0.901.9;BOOL;FALSE;PPU03_01_04 Drift signal från I/O;
VAR_GLOBAL;PPU03_01_04_START;M2584;%MX0.2584;BOOL;FALSE;PPU03_01_04 Start signal;
VAR_GLOBAL;PPU03_01_04_STATUS_AUTO;M2587;%MX0.2587;BOOL;FALSE;PPU03_01_04 Status AUTO/MAN;
VAR_GLOBAL;PPU03_01_04_SummaAlarm;M2585;%MX0.2585;BOOL;FALSE;PPU03_01_04 Summa alarm;
VAR_GLOBAL;PPU03_01_04_SW_1;D790;%MW0.790;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU03_01_04_SW_2;D791;%MW0.791;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU03_01_04_TID_IDAG;D1960;%MD0.1960;REAL;0;PPU03_01_04 Drifttid idag minuter;
VAR_GLOBAL;PPU03_01_04_TID_IGAR;D1962;%MD0.1962;REAL;0;PPU03_01_04 Drifttid igår minuter;
VAR_GLOBAL;PPU03_01_04_TID_TOTAL;D1964;%MD0.1964;REAL;0;PPU03_01_04 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU03_01_04_WARN;D903.9;%MX0.903.9;BOOL;FALSE;PPU03_01_04 Varning frekvensomformare;
VAR_GLOBAL;PPU03_01_0X_ACC;D2130;%MD0.2130;REAL;0;Selector total acc tid minuter;
VAR_GLOBAL;PPU03_01_0X_MANSELECT;M750;%MX0.750;BOOL;FALSE;Selector manuell select objekt;
VAR_GLOBAL;PPU03_01_0X_ONTHEFLY;M754;%MX0.754;BOOL;FALSE;Select on the fly;
VAR_GLOBAL;PPU03_01_0X_QP1;M751;%MX0.751;BOOL;FALSE;Pri 1 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X_QP2;M752;%MX0.752;BOOL;FALSE;Pri 2 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X_QP3;M753;%MX0.753;BOOL;FALSE;Pri 3 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X_SELECTOR;D2134;%MW0.2134;INT;0;Intern selector;
VAR_GLOBAL;PPU03_01_0X_SET;D2132;%MD0.2132;REAL;0;Selector total set tid minuter;
VAR_GLOBAL;PPU03_01_0X2_ACC;D4770;%MD0.4770;REAL;0;Selector total acc tid minuter;
VAR_GLOBAL;PPU03_01_0X2_MANSELECT;M770;%MX0.770;BOOL;FALSE;Selector manuell select objekt;
VAR_GLOBAL;PPU03_01_0X2_ONTHEFLY;M774;%MX0.774;BOOL;FALSE;Select on the fly;
VAR_GLOBAL;PPU03_01_0X2_QP1;M771;%MX0.771;BOOL;FALSE;Pri 1 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X2_QP2;M772;%MX0.772;BOOL;FALSE;Pri 2 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X2_QP3;M773;%MX0.773;BOOL;FALSE;Pri 3 vald för detta objekt;
VAR_GLOBAL;PPU03_01_0X2_SELECTOR;D4774;%MW0.4774;INT;0;Intern selector;
VAR_GLOBAL;PPU03_01_0X2_SET;D4772;%MD0.4772;REAL;0;Selector total set tid minuter;
VAR_GLOBAL;PPU04_01_01_A;X74;%IX116;BOOL;FALSE;Cirkulationspump Driftsklar;
VAR_GLOBAL;PPU04_01_01_ACOFAlarm;M2156;%MX0.2156;BOOL;FALSE;PPU04_01_01 ACOF alarm;
VAR_GLOBAL;PPU04_01_01_Alarm1;;;BOOL;FALSE;PPU04_01_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_01_Alarm2;;;BOOL;FALSE;PPU04_01_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_01_Alarm3;;;BOOL;FALSE;PPU04_01_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_01_Alarm4;;;BOOL;FALSE;PPU04_01_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_01_ANTAL_IDAG;D1106;%MD0.1106;REAL;0;PPU04_01_01 Starter idag minuter;
VAR_GLOBAL;PPU04_01_01_ANTAL_IGAR;D1108;%MD0.1108;REAL;0;PPU04_01_01 Starter igår minuter;
VAR_GLOBAL;PPU04_01_01_ANTAL_TOTAL;D1110;%MD0.1110;REAL;0;PPU04_01_01 Starter totalt;
VAR_GLOBAL;PPU04_01_01_AUTO_ON;;;BOOL;FALSE;PPU04_01_01 Auto start från logik;
VAR_GLOBAL;PPU04_01_01_D;X71;%IX113;BOOL;FALSE;Cirkulationspump Drift;
VAR_GLOBAL;PPU04_01_01_HMI_AUTO;M2150;%MX0.2150;BOOL;FALSE;PPU04_01_01 HMI Auto manöver;
VAR_GLOBAL;PPU04_01_01_HMI_MAN;M2151;%MX0.2151;BOOL;FALSE;PPU04_01_01 HMI Man manöver;
VAR_GLOBAL;PPU04_01_01_HMI_OFF;M2153;%MX0.2153;BOOL;FALSE;PPU04_01_01 HMI Off manöver;
VAR_GLOBAL;PPU04_01_01_HMI_ON;M2152;%MX0.2152;BOOL;FALSE;PPU04_01_01 HMI On manöver;
VAR_GLOBAL;PPU04_01_01_Q;X73;%IX115;BOOL;FALSE;Cirkulationspump Utlöst motorskydd;
VAR_GLOBAL;PPU04_01_01_REMOTE;M2158;%MX0.2158;BOOL;FALSE;PPU04_01_01 Remote;
VAR_GLOBAL;PPU04_01_01_RESET_ANTAL;;;BOOL;FALSE;PPU04_01_01 Nollställ antal starter;
VAR_GLOBAL;PPU04_01_01_RESET_TID;;;BOOL;FALSE;PPU04_01_01 Nollställ drifttider;
VAR_GLOBAL;PPU04_01_01_RESTART_ET;;;REAL;0;PPU04_01_01 Kvar på restarttid ms;
VAR_GLOBAL;PPU04_01_01_RUN;;;BOOL;FALSE;PPU04_01_01 Drift signal från I/O;
VAR_GLOBAL;PPU04_01_01_S;X72;%IX114;BOOL;FALSE;Cirkulationspump Remote;
VAR_GLOBAL;PPU04_01_01_ST;Y1AF;%QX431;BOOL;FALSE;Cirkulationspump Start;
VAR_GLOBAL;PPU04_01_01_START;M2154;%MX0.2154;BOOL;FALSE;PPU04_01_01 Start signal;
VAR_GLOBAL;PPU04_01_01_STATUS_AUTO;M2157;%MX0.2157;BOOL;FALSE;PPU04_01_01 Status AUTO/MAN;
VAR_GLOBAL;PPU04_01_01_SummaAlarm;M2155;%MX0.2155;BOOL;FALSE;PPU04_01_01 Summa alarm;
VAR_GLOBAL;PPU04_01_01_TID_IDAG;D1100;%MD0.1100;REAL;0;PPU04_01_01 Drifttid idag minuter;
VAR_GLOBAL;PPU04_01_01_TID_IGAR;D1102;%MD0.1102;REAL;0;PPU04_01_01 Drifttid igår minuter;
VAR_GLOBAL;PPU04_01_01_TID_TOTAL;D1104;%MD0.1104;REAL;0;PPU04_01_01 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU04_01_02_A;X75;%IX117;BOOL;FALSE;Pump för fett Profibus DP utlöst motorskydd 1=larm;
VAR_GLOBAL;PPU04_01_02_ACC_CURR;D554;%MD0.554;REAL;0;Aktuell ström från frekv.;
VAR_GLOBAL;PPU04_01_02_ACC_SPEED;D552;%MD0.552;REAL;0;Aktuell speed från frekv. 0.0-50.0 Hz;
VAR_GLOBAL;PPU04_01_02_ACOFAlarm;M2166;%MX0.2166;BOOL;FALSE;PPU04_01_02 ACOF alarm;
VAR_GLOBAL;PPU04_01_02_ALARM;D906.5;%MX0.906.5;BOOL;FALSE;PPU04_01_02TRIP FAULT frekvensomformare;
VAR_GLOBAL;PPU04_01_02_Alarm1;;;BOOL;FALSE;PPU04_01_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_02_Alarm2;;;BOOL;FALSE;PPU04_01_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_02_Alarm3;;;BOOL;FALSE;PPU04_01_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_02_Alarm4;;;BOOL;FALSE;PPU04_01_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_01_02_ANTAL_IDAG;D1126;%MD0.1126;REAL;0;PPU04_01_02 Starter idag minuter;
VAR_GLOBAL;PPU04_01_02_ANTAL_IGAR;D1128;%MD0.1128;REAL;0;PPU04_01_02 Starter igår minuter;
VAR_GLOBAL;PPU04_01_02_ANTAL_TOTAL;D1130;%MD0.1130;REAL;0;PPU04_01_02 Starter totalt;
VAR_GLOBAL;PPU04_01_02_AUTO_ON;;;BOOL;FALSE;PPU04_01_02 Auto start från logik;
VAR_GLOBAL;PPU04_01_02_CW_1;D556;%MW0.556;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU04_01_02_CW_2;D557;%MW0.557;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU04_01_02_DRIFTSKLAR;D904.5;%MX0.904.5;BOOL;FALSE;PPU04_01_02 Frekvensomformare driftsklar;
VAR_GLOBAL;PPU04_01_02_FR_MAX;D956;%MW0.956;INT;0;Ställ frekvensomf. MAX i Hz skaleras 1 till 1;
VAR_GLOBAL;PPU04_01_02_HMI_AUTO;M2160;%MX0.2160;BOOL;FALSE;PPU04_01_02 HMI Auto manöver;
VAR_GLOBAL;PPU04_01_02_HMI_MAN;M2161;%MX0.2161;BOOL;FALSE;PPU04_01_02 HMI Man manöver;
VAR_GLOBAL;PPU04_01_02_HMI_OFF;M2163;%MX0.2163;BOOL;FALSE;PPU04_01_02 HMI Off manöver;
VAR_GLOBAL;PPU04_01_02_HMI_ON;M2162;%MX0.2162;BOOL;FALSE;PPU04_01_02 HMI On manöver;
VAR_GLOBAL;PPU04_01_02_REFERENS;D558;%MD0.558;REAL;0;Referens register till frekv.  0.0-50.0 Hz;
VAR_GLOBAL;PPU04_01_02_REMOTE;M2168;%MX0.2168;BOOL;FALSE;PPU04_01_02 Remote;
VAR_GLOBAL;PPU04_01_02_RESET_ANTAL;;;BOOL;FALSE;PPU04_01_02 Nollställ antal starter;
VAR_GLOBAL;PPU04_01_02_RESET_TID;;;BOOL;FALSE;PPU04_01_02 Nollställ drifttider;
VAR_GLOBAL;PPU04_01_02_RESTART_ET;;;REAL;0;PPU04_01_02 Kvar på restarttid ms;
VAR_GLOBAL;PPU04_01_02_RUN;D900.5;%MX0.900.5;BOOL;FALSE;PPU04_01_02 Drift signal från I/O;
VAR_GLOBAL;PPU04_01_02_START;M2164;%MX0.2164;BOOL;FALSE;PPU04_01_02 Start signal;
VAR_GLOBAL;PPU04_01_02_STATUS_AUTO;M2167;%MX0.2167;BOOL;FALSE;PPU04_01_02 Status AUTO/MAN;
VAR_GLOBAL;PPU04_01_02_SummaAlarm;M2165;%MX0.2165;BOOL;FALSE;PPU04_01_02 Summa alarm;
VAR_GLOBAL;PPU04_01_02_SW_1;D550;%MW0.550;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU04_01_02_SW_2;D551;%MW0.551;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU04_01_02_TID_IDAG;D1120;%MD0.1120;REAL;0;PPU04_01_02 Drifttid idag minuter;
VAR_GLOBAL;PPU04_01_02_TID_IGAR;D1122;%MD0.1122;REAL;0;PPU04_01_02 Drifttid igår minuter;
VAR_GLOBAL;PPU04_01_02_TID_TOTAL;D1124;%MD0.1124;REAL;0;PPU04_01_02 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU04_01_02_WARN;D902.5;%MX0.902.5;BOOL;FALSE;PPU04_01_02 Varning frekvensomformare;
VAR_GLOBAL;PPU04_02_01_A;X7A;%IX122;BOOL;FALSE;Cirkulationspump Driftsklar;
VAR_GLOBAL;PPU04_02_01_ACOFAlarm;M2176;%MX0.2176;BOOL;FALSE;PPU04_02_01 ACOF alarm;
VAR_GLOBAL;PPU04_02_01_Alarm1;;;BOOL;FALSE;PPU04_02_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_01_Alarm2;;;BOOL;FALSE;PPU04_02_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_01_Alarm3;;;BOOL;FALSE;PPU04_02_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_01_Alarm4;;;BOOL;FALSE;PPU04_02_01 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_01_ANTAL_IDAG;D1146;%MD0.1146;REAL;0;PPU04_02_01 Starter idag minuter;
VAR_GLOBAL;PPU04_02_01_ANTAL_IGAR;D1148;%MD0.1148;REAL;0;PPU04_02_01 Starter igår minuter;
VAR_GLOBAL;PPU04_02_01_ANTAL_TOTAL;D1150;%MD0.1150;REAL;0;PPU04_02_01 Starter totalt;
VAR_GLOBAL;PPU04_02_01_AUTO_ON;;;BOOL;FALSE;PPU04_02_01 Auto start från logik;
VAR_GLOBAL;PPU04_02_01_D;X77;%IX119;BOOL;FALSE;Cirkulationspump Drift;
VAR_GLOBAL;PPU04_02_01_HMI_AUTO;M2170;%MX0.2170;BOOL;FALSE;PPU04_02_01 HMI Auto manöver;
VAR_GLOBAL;PPU04_02_01_HMI_MAN;M2171;%MX0.2171;BOOL;FALSE;PPU04_02_01 HMI Man manöver;
VAR_GLOBAL;PPU04_02_01_HMI_OFF;M2173;%MX0.2173;BOOL;FALSE;PPU04_02_01 HMI Off manöver;
VAR_GLOBAL;PPU04_02_01_HMI_ON;M2172;%MX0.2172;BOOL;FALSE;PPU04_02_01 HMI On manöver;
VAR_GLOBAL;PPU04_02_01_Q;X79;%IX121;BOOL;FALSE;Cirkulationspump Utlöst motorskydd;
VAR_GLOBAL;PPU04_02_01_REMOTE;M2178;%MX0.2178;BOOL;FALSE;PPU04_02_01 Remote;
VAR_GLOBAL;PPU04_02_01_RESET_ANTAL;;;BOOL;FALSE;PPU04_02_01 Nollställ antal starter;
VAR_GLOBAL;PPU04_02_01_RESET_TID;;;BOOL;FALSE;PPU04_02_01 Nollställ drifttider;
VAR_GLOBAL;PPU04_02_01_RESTART_ET;;;REAL;0;PPU04_02_01 Kvar på restarttid ms;
VAR_GLOBAL;PPU04_02_01_RUN;;;BOOL;FALSE;PPU04_02_01 Drift signal från I/O;
VAR_GLOBAL;PPU04_02_01_S;X78;%IX120;BOOL;FALSE;Cirkulationspump Remote;
VAR_GLOBAL;PPU04_02_01_ST;Y1B0;%QX432;BOOL;FALSE;Cirkulationspump Start;
VAR_GLOBAL;PPU04_02_01_START;M2174;%MX0.2174;BOOL;FALSE;PPU04_02_01 Start signal;
VAR_GLOBAL;PPU04_02_01_STATUS_AUTO;M2177;%MX0.2177;BOOL;FALSE;PPU04_02_01 Status AUTO/MAN;
VAR_GLOBAL;PPU04_02_01_SummaAlarm;M2175;%MX0.2175;BOOL;FALSE;PPU04_02_01 Summa alarm;
VAR_GLOBAL;PPU04_02_01_TID_IDAG;D1140;%MD0.1140;REAL;0;PPU04_02_01 Drifttid idag minuter;
VAR_GLOBAL;PPU04_02_01_TID_IGAR;D1142;%MD0.1142;REAL;0;PPU04_02_01 Drifttid igår minuter;
VAR_GLOBAL;PPU04_02_01_TID_TOTAL;D1144;%MD0.1144;REAL;0;PPU04_02_01 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU04_02_02_A;X7B;%IX123;BOOL;FALSE;Pump för fett Profibus DP utlöst motorskydd 1=larm;
VAR_GLOBAL;PPU04_02_02_ACC_CURR;D566;%MD0.566;REAL;0;Aktuell ström från frekv.;
VAR_GLOBAL;PPU04_02_02_ACC_SPEED;D564;%MD0.564;REAL;0;Aktuell speed från frekv. 0.0-50.0 Hz;
VAR_GLOBAL;PPU04_02_02_ACOFAlarm;M2186;%MX0.2186;BOOL;FALSE;PPU04_02_02 ACOF alarm;
VAR_GLOBAL;PPU04_02_02_ALARM;D906.6;%MX0.906.6;BOOL;FALSE;PPU04_02_02TRIP FAULT frekvensomformare;
VAR_GLOBAL;PPU04_02_02_Alarm1;;;BOOL;FALSE;PPU04_02_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_02_Alarm2;;;BOOL;FALSE;PPU04_02_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_02_Alarm3;;;BOOL;FALSE;PPU04_02_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_02_Alarm4;;;BOOL;FALSE;PPU04_02_02 Alarm signal från I/O;
VAR_GLOBAL;PPU04_02_02_ANTAL_IDAG;D1166;%MD0.1166;REAL;0;PPU04_02_02 Starter idag minuter;
VAR_GLOBAL;PPU04_02_02_ANTAL_IGAR;D1168;%MD0.1168;REAL;0;PPU04_02_02 Starter igår minuter;
VAR_GLOBAL;PPU04_02_02_ANTAL_TOTAL;D1170;%MD0.1170;REAL;0;PPU04_02_02 Starter totalt;
VAR_GLOBAL;PPU04_02_02_AUTO_ON;;;BOOL;FALSE;PPU04_02_02 Auto start från logik;
VAR_GLOBAL;PPU04_02_02_CW_1;D568;%MW0.568;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU04_02_02_CW_2;D569;%MW0.569;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU04_02_02_DRIFTSKLAR;D904.6;%MX0.904.6;BOOL;FALSE;PPU04_02_02 Frekvensomformare driftsklar;
VAR_GLOBAL;PPU04_02_02_FR_MAX;D957;%MW0.957;INT;0;Ställ frekvensomf. MAX i Hz skaleras 1 till 1;
VAR_GLOBAL;PPU04_02_02_HMI_AUTO;M2180;%MX0.2180;BOOL;FALSE;PPU04_02_02 HMI Auto manöver;
VAR_GLOBAL;PPU04_02_02_HMI_MAN;M2181;%MX0.2181;BOOL;FALSE;PPU04_02_02 HMI Man manöver;
VAR_GLOBAL;PPU04_02_02_HMI_OFF;M2183;%MX0.2183;BOOL;FALSE;PPU04_02_02 HMI Off manöver;
VAR_GLOBAL;PPU04_02_02_HMI_ON;M2182;%MX0.2182;BOOL;FALSE;PPU04_02_02 HMI On manöver;
VAR_GLOBAL;PPU04_02_02_REFERENS;D570;%MD0.570;REAL;0;Referens register till frekv.  0.0-50.0 Hz;
VAR_GLOBAL;PPU04_02_02_REMOTE;M2188;%MX0.2188;BOOL;FALSE;PPU04_02_02 Remote;
VAR_GLOBAL;PPU04_02_02_RESET_ANTAL;;;BOOL;FALSE;PPU04_02_02 Nollställ antal starter;
VAR_GLOBAL;PPU04_02_02_RESET_TID;;;BOOL;FALSE;PPU04_02_02 Nollställ drifttider;
VAR_GLOBAL;PPU04_02_02_RESTART_ET;;;REAL;0;PPU04_02_02 Kvar på restarttid ms;
VAR_GLOBAL;PPU04_02_02_RUN;D900.6;%MX0.900.6;BOOL;FALSE;PPU04_02_02 Drift signal från I/O;
VAR_GLOBAL;PPU04_02_02_START;M2184;%MX0.2184;BOOL;FALSE;PPU04_02_02 Start signal;
VAR_GLOBAL;PPU04_02_02_STATUS_AUTO;M2187;%MX0.2187;BOOL;FALSE;PPU04_02_02 Status AUTO/MAN;
VAR_GLOBAL;PPU04_02_02_SummaAlarm;M2185;%MX0.2185;BOOL;FALSE;PPU04_02_02 Summa alarm;
VAR_GLOBAL;PPU04_02_02_SW_1;D562;%MW0.562;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU04_02_02_SW_2;D563;%MW0.563;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU04_02_02_TID_IDAG;D1160;%MD0.1160;REAL;0;PPU04_02_02 Drifttid idag minuter;
VAR_GLOBAL;PPU04_02_02_TID_IGAR;D1162;%MD0.1162;REAL;0;PPU04_02_02 Drifttid igår minuter;
VAR_GLOBAL;PPU04_02_02_TID_TOTAL;D1164;%MD0.1164;REAL;0;PPU04_02_02 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU04_02_02_WARN;D902.6;%MX0.902.6;BOOL;FALSE;PPU04_02_02 Varning frekvensomformare;
VAR_GLOBAL;PPU60_00_01_A;XA8;%IX168;BOOL;FALSE;Pump från rötkammare Profibus DP utlöst motorskydd 1=larm;
VAR_GLOBAL;PPU60_00_01_ACC_CURR;D602;%MD0.602;REAL;0;Aktuell ström från frekv.;
VAR_GLOBAL;PPU60_00_01_ACC_SPEED;D600;%MD0.600;REAL;0;Aktuell speed från frekv. 0.0-50.0 Hz;
VAR_GLOBAL;PPU60_00_01_ACOFAlarm;M2206;%MX0.2206;BOOL;FALSE;PPU60_00_01 ACOF alarm;
VAR_GLOBAL;PPU60_00_01_ALARM;D906.9;%MX0.906.9;BOOL;FALSE;PPU60_00_01TRIP FAULT frekvensomformare;
VAR_GLOBAL;PPU60_00_01_Alarm1;;;BOOL;FALSE;PPU60_00_01 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_01_Alarm2;;;BOOL;FALSE;PPU60_00_01 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_01_Alarm3;;;BOOL;FALSE;PPU60_00_01 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_01_Alarm4;;;BOOL;FALSE;PPU60_00_01 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_01_ANTAL_IDAG;D1206;%MD0.1206;REAL;0;PPU60_00_01 Starter idag minuter;
VAR_GLOBAL;PPU60_00_01_ANTAL_IGAR;D1208;%MD0.1208;REAL;0;PPU60_00_01 Starter igår minuter;
VAR_GLOBAL;PPU60_00_01_ANTAL_TOTAL;D1210;%MD0.1210;REAL;0;PPU60_00_01 Starter totalt;
VAR_GLOBAL;PPU60_00_01_AUTO_ON;;;BOOL;FALSE;PPU60_00_01 Auto start från logik;
VAR_GLOBAL;PPU60_00_01_CW_1;D604;%MW0.604;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU60_00_01_CW_2;D605;%MW0.605;INT;0;Kontrollord till frekv.;
VAR_GLOBAL;PPU60_00_01_DRIFTSKLAR;D904.9;%MX0.904.9;BOOL;FALSE;PPU60_00_01 Frekvensomformare driftsklar;
VAR_GLOBAL;PPU60_00_01_FR_MAX;D960;%MW0.960;INT;0;Ställ frekvensomf. MAX i Hz skaleras 1 till 1;
VAR_GLOBAL;PPU60_00_01_HMI_AUTO;M2200;%MX0.2200;BOOL;FALSE;PPU60_00_01 HMI Auto manöver;
VAR_GLOBAL;PPU60_00_01_HMI_MAN;M2201;%MX0.2201;BOOL;FALSE;PPU60_00_01 HMI Man manöver;
VAR_GLOBAL;PPU60_00_01_HMI_OFF;M2203;%MX0.2203;BOOL;FALSE;PPU60_00_01 HMI Off manöver;
VAR_GLOBAL;PPU60_00_01_HMI_ON;M2202;%MX0.2202;BOOL;FALSE;PPU60_00_01 HMI On manöver;
VAR_GLOBAL;PPU60_00_01_REFERENS;D606;%MD0.606;REAL;0;Referens register till frekv.  0.0-50.0 Hz;
VAR_GLOBAL;PPU60_00_01_REMOTE;M2208;%MX0.2208;BOOL;FALSE;PPU60_00_01 Remote;
VAR_GLOBAL;PPU60_00_01_RESET_ANTAL;;;BOOL;FALSE;PPU60_00_01 Nollställ antal starter;
VAR_GLOBAL;PPU60_00_01_RESET_TID;;;BOOL;FALSE;PPU60_00_01 Nollställ drifttider;
VAR_GLOBAL;PPU60_00_01_RESTART_ET;;;REAL;0;PPU60_00_01 Kvar på restarttid ms;
VAR_GLOBAL;PPU60_00_01_RUN;D900.9;%MX0.900.9;BOOL;FALSE;PPU60_00_01 Drift signal från I/O;
VAR_GLOBAL;PPU60_00_01_START;M2204;%MX0.2204;BOOL;FALSE;PPU60_00_01 Start signal;
VAR_GLOBAL;PPU60_00_01_STATUS_AUTO;M2207;%MX0.2207;BOOL;FALSE;PPU60_00_01 Status AUTO/MAN;
VAR_GLOBAL;PPU60_00_01_SummaAlarm;M2205;%MX0.2205;BOOL;FALSE;PPU60_00_01 Summa alarm;
VAR_GLOBAL;PPU60_00_01_SW_1;D598;%MW0.598;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU60_00_01_SW_2;D599;%MW0.599;INT;0;Statusord från frekv.;
VAR_GLOBAL;PPU60_00_01_TID_IDAG;D1200;%MD0.1200;REAL;0;PPU60_00_01 Drifttid idag minuter;
VAR_GLOBAL;PPU60_00_01_TID_IGAR;D1202;%MD0.1202;REAL;0;PPU60_00_01 Drifttid igår minuter;
VAR_GLOBAL;PPU60_00_01_TID_TOTAL;D1204;%MD0.1204;REAL;0;PPU60_00_01 Drifttid totalt hh.mm;
VAR_GLOBAL;PPU60_00_01_WARN;D902.9;%MX0.902.9;BOOL;FALSE;PPU60_00_01 Varning frekvensomformare;
VAR_GLOBAL;PPU60_00_02_A;XAA;%IX170;BOOL;FALSE;Pump från rötkammare Profibus DP utlöst motorskydd 1=larm;
VAR_GLOBAL;PPU60_00_02_ACC_CURR;D614;%MD0.614;REAL;0;Aktuell ström från frekv.;
VAR_GLOBAL;PPU60_00_02_ACC_SPEED;D612;%MD0.612;REAL;0;Aktuell speed från frekv. 0.0-50.0 Hz;
VAR_GLOBAL;PPU60_00_02_ACOFAlarm;M2216;%MX0.2216;BOOL;FALSE;PPU60_00_02 ACOF alarm;
VAR_GLOBAL;PPU60_00_02_ALARM;D906.A;%MX0.906.10;BOOL;FALSE;PPU60_00_02TRIP FAULT frekvensomformare;
VAR_GLOBAL;PPU60_00_02_Alarm1;;;BOOL;FALSE;PPU60_00_02 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_02_Alarm2;;;BOOL;FALSE;PPU60_00_02 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_02_Alarm3;;;BOOL;FALSE;PPU60_00_02 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_02_Alarm4;;;BOOL;FALSE;PPU60_00_02 Alarm signal från I/O;
VAR_GLOBAL;PPU60_00_02_ANTAL_IDAG;D1226;%MD0.1226;REAL;0;PPU60_00_02 Starter idag minuter;
